Sample	Top over-represented sequence	Sum of remaining over-represented sequences
Adu-AGui_001-Ex1-1A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_001-Ex1-1A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_002-Ex1-2A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_002-Ex1-2A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_003-Ex1-3A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_003-Ex1-3A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_004-Ex1-4A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_004-Ex1-4A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_005-Ex1-5A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_005-Ex1-5A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_006-Ex1-6A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_006-Ex1-6A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_007-Ex1-7A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_007-Ex1-7A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_008-Ex1-8A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_008-Ex1-8A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_009-Ex1-9A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_009-Ex1-9A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_010-Ex1-10A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_010-Ex1-10A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_011-Ex1-11A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_011-Ex1-11A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_012-Ex1-12A-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_012-Ex1-12A-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_013-Ex1-1B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_013-Ex1-1B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_014-Ex1-2B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_014-Ex1-2B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_015-Ex1-3B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_015-Ex1-3B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_016-Ex1-4B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_016-Ex1-4B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_017-Ex1-5B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_017-Ex1-5B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_018-Ex1-6B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_018-Ex1-6B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_019-Ex1-7B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_019-Ex1-7B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_020-Ex1-8B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_020-Ex1-8B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_021-Ex1-9B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_021-Ex1-9B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_022-Ex1-10B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_022-Ex1-10B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_023-Ex1-11B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_023-Ex1-11B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_024-Ex1-12B-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_024-Ex1-12B-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_025-Ex1-5C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_025-Ex1-5C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_026-Ex1-6C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_026-Ex1-6C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_027-Ex1-9C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_027-Ex1-9C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_028-Ex1-10C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_028-Ex1-10C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_029-Ex1-11C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_029-Ex1-11C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_030-Ex1-12C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_030-Ex1-12C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_031-Ex1-1C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_031-Ex1-1C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_032-Ex1-2C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_032-Ex1-2C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_033-Ex1-3C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_033-Ex1-3C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_034-Ex1-4C-lcwgs-1-1.clmp.r1	0.0	0.0
Adu-AGui_034-Ex1-4C-lcwgs-1-1.clmp.r2	0.0	0.0
Adu-AGui_035-Ex1-7C-lcwgs-1-1.clmp.r1	0.0	0.0
